Day	Environment	Os	Campaign ID	Campaign Optimization	Campaign Type	Context IDs Eligible	Number of displays	Number of clicks	Criteo Revenue	Criteo Cost
2019-10-07	app	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	272429	1418	79.42704675447382	52.624469508283454
2020-01-23	app	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	159477	2552	86.29422268860694	58.47798927821559
2020-01-23	web	Android	179971	Visit Optimization	PROSPECTING	0-6,10	667023	10777	546.3538677353413	343.396555811001
2020-01-20	app	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	248198	3408	133.06735843439304	90.16505449744554
2019-11-17	web	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	546562	1644	196.99071164957343	130.57070939180159
2020-01-25	web	Unknown	179971	Visit Optimization	PROSPECTING	0-6,10	65441	760	40.25385570217296	24.63210464592978
2020-01-04	app	Android	179971	Visit Optimization	PROSPECTING	0-6,10	849769	18789	608.8109500314742	398.5761460518679
2019-10-08	web	Android	179971	Visit Optimization	PROSPECTING	0-6,10	153879	804	60.53228382662312	38.98312766063201
2020-01-12	web	Unknown	179971	Visit Optimization	PROSPECTING	0-6,10	120822	1261	79.17593964053785	48.96093440423108
2020-01-12	app	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	332793	4391	193.12722117062845	129.0209172315784
2019-12-12	app	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	121723	903	59.49397075745276	37.320286121140015
2019-10-12	web	Unknown	179971	Visit Optimization	PROSPECTING	0-6,10	27712	121	9.613509491249925	6.181239685514324
2019-12-26	app	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	29618	324	5.943299821530469	3.9346937535938697
2019-12-26	app	Android	179971	Visit Optimization	PROSPECTING	0-6,10	213984	3126	90.214702208478	59.11175548514524
2019-11-27	web	Unknown	179971	Visit Optimization	PROSPECTING	0-6,10	149268	647	85.92456496528814	53.57383843749529
2019-11-27	other	Other	179971	Visit Optimization	PROSPECTING	0-6,10	1	0	0.00045509999990463255	0.00029713669468127305
2020-01-21	web	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	11486	123	6.334987034763209	4.443362224326449
2019-12-03	web	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	14555	43	5.884001897563226	4.227447598655166
2019-11-25	app	Android	179971	Visit Optimization	PROSPECTING	0-6,10	853037	8022	500.06975069228287	326.77473772509427
2019-12-07	web	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	224389	1355	99.63950671321645	66.88133444743193
2020-01-11	web	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	24526	267	11.614097610885276	8.41038720534467
2019-10-17	web	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	48753	224	19.881770972347816	13.376690288479388
2020-01-27	app	Android	179971	Visit Optimization	PROSPECTING	0-6,10	1060577	21102	906.2284237649895	592.0640535747903
2019-12-28	web	Android	179971	Visit Optimization	PROSPECTING	0-6,10	28726	1990	21.704697388760746	14.180791981523349
2020-01-24	app	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	146711	2104	65.9668657783214	44.71132400061601
2019-12-27	app	Android	179971	Visit Optimization	PROSPECTING	0-6,10	112647	4402	104.39453703648317	68.73012195667977
2019-12-27	web	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	6489	223	5.069941176811233	3.461154031727594
2019-11-27	web	Other	179971	Visit Optimization	PROSPECTING	0-6,10	62566	46	112.2379756293781	73.59109363983451
2019-12-05	web	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	492946	2026	228.08606584387826	159.0184262251722
2019-11-07	app	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	385268	1695	88.20492987146693	57.20625252123046
2020-01-19	web	Android	179971	Visit Optimization	PROSPECTING	0-6,10	1152525	18127	975.7074810142518	615.3880182425191
2020-01-17	app	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	167546	2594	86.41560944486783	58.334226321225884
2020-01-17	web	Android	179971	Visit Optimization	PROSPECTING	0-6,10	583321	11310	501.3737518449696	317.76288292958384
2019-12-02	other	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	6	0	0.024580787777900695	0.016181023367070863
2019-11-15	web	Unknown	179971	Visit Optimization	PROSPECTING	0-6,10	117986	354	47.20914730663411	29.146152954588096
2020-01-02	web	Android	179971	Visit Optimization	PROSPECTING	0-6,10	798679	14909	511.8352440857525	321.05714026774507
2019-11-19	web	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	377244	1282	136.1235329835191	90.7328368240656
2020-01-14	web	Other	179971	Visit Optimization	PROSPECTING	0-6,10	29243	105	60.351658135844396	39.72708241137793
2020-01-14	web	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	374944	5642	267.8664397086482	177.4528718793301
2019-12-11	app	Android	179971	Visit Optimization	PROSPECTING	0-6,10	668211	6551	356.31929167274944	234.43946509228948
2019-12-05	other	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	9	0	0.021546566247940064	0.014314332515940251
2019-10-30	web	Unknown	179971	Visit Optimization	PROSPECTING	0-6,10	36984	165	15.980442741284145	10.450268956157034
2019-11-28	web	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	160256	942	109.11156418819913	72.42456980093223
2019-12-27	other	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	1	0	0.002743242979049683	0.001821161901293025
2019-12-17	web	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	2367	36	0.932621686800383	0.6723460938513176
2019-11-23	web	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	14179	61	5.794866394001061	3.961225494090592
2019-11-09	web	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	14098	33	3.83723544794321	2.5593519102976803
2019-12-03	other	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	4	0	0.0037765859961509706	0.0024949917591805667
2019-12-15	other	Other	179971	Visit Optimization	PROSPECTING	0-6,10	2	0	0.001747422993183136	0.0011746493915980945
2019-10-27	app	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	395042	1703	82.59206545654872	53.88722798216688
2020-01-11	web	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	129093	1430	79.78320478023403	51.020048720407644
2019-10-26	web	Other	179971	Visit Optimization	PROSPECTING	0-6,10	17761	6	23.18008043854124	14.948969969093836
2019-12-19	app	Android	179971	Visit Optimization	PROSPECTING	0-6,10	434809	4731	237.27730837764219	155.97504868726796
2019-12-16	web	Unknown	179971	Visit Optimization	PROSPECTING	0-6,10	18229	162	10.306989078965968	6.3160941307426635
2019-12-31	app	Android	179971	Visit Optimization	PROSPECTING	0-6,10	105866	4597	66.25765576659515	43.64847156102104
2019-11-06	web	Unknown	179971	Visit Optimization	PROSPECTING	0-6,10	63365	249	25.225937363436444	15.860394128317544
2019-10-22	app	Android	179971	Visit Optimization	PROSPECTING	0-6,10	1128094	6068	327.2590520624155	218.19419432626432
2019-11-24	web	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	12676	70	5.357475409347566	3.7074992936724946
2019-11-26	web	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	259364	1499	122.32558732338107	81.07066342243384
2019-11-26	app	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	217529	2164	95.1600577659253	62.39499607749921
2019-11-05	other	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	1	0	0.00046075698733329774	0.0003061408279995306
2020-01-20	web	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	102647	1310	66.89744891526037	42.96772551677138
2019-12-30	web	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	1413	44	0.6603431639745833	0.5247876939372058
2020-01-25	other	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	2	0	0.0011978800445795058	0.0007775493964335801
2019-11-13	web	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	97710	402	42.208579669722354	26.871333099624763
2019-12-22	web	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	15364	180	7.409636449290439	4.893287734515232
2019-12-22	web	Android	179971	Visit Optimization	PROSPECTING	0-6,10	159242	2419	100.2868374393163	62.06724994181531
2019-12-22	web	Unknown	179971	Visit Optimization	PROSPECTING	0-6,10	12532	140	6.145901932824403	3.792720257631546
2019-12-14	web	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	4476	27	1.8821378171062102	1.3880296084015051
2019-12-09	app	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	94300	766	22.75861019707471	14.915438589112
2019-12-09	web	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	33364	307	19.920426489491017	12.976644391022413
2019-11-16	web	Android	179971	Visit Optimization	PROSPECTING	0-6,10	1690928	7433	881.6580930446944	544.0010093237335
2020-01-12	web	Android	179971	Visit Optimization	PROSPECTING	0-6,10	1742363	23065	1396.7585789111436	877.5188088772308
2020-01-12	web	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	33042	340	17.489970621595624	12.51572567827612
2020-01-13	other	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	24	0	0.013552680704742671	0.008856913059702166
2019-12-12	web	Other	179971	Visit Optimization	PROSPECTING	0-6,10	19172	48	23.47952599744034	15.729240298115311
2019-12-26	web	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	11985	155	5.593433902161196	3.64394084167396
2019-11-27	web	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	244612	1220	146.30855631848144	98.10816526818053
2019-12-03	web	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	233473	753	101.54613698992993	68.9199329255625
2019-12-03	web	Android	179971	Visit Optimization	PROSPECTING	0-6,10	903653	5311	640.2952702285364	402.6466639429064
2020-01-09	web	Android	179971	Visit Optimization	PROSPECTING	0-6,10	1250862	15981	999.1697287176846	648.5402161789132
2020-01-09	app	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	206064	2972	117.17572082083765	77.99322518198791
2019-10-24	web	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	6831	25	1.9196625708080823	1.3712772513412643
2019-11-08	web	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	360287	946	111.73560229739734	74.09588996060417
2019-11-12	web	Unknown	179971	Visit Optimization	PROSPECTING	0-6,10	35554	139	13.307672210810704	8.13860593635562
2019-11-12	web	Other	179971	Visit Optimization	PROSPECTING	0-6,10	15073	9	16.63642008549906	10.88738599981599
2019-11-20	web	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	491420	2017	189.84281938851154	126.82807212043353
2019-12-02	web	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	31996	133	13.024929300405084	9.14876395612761
2019-12-02	web	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	781007	2885	340.2508097343534	232.38631456736329
2019-12-13	app	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	78968	644	32.8900769927716	21.019478772281705
2019-12-13	web	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	6500	37	2.8632603832175954	2.0951696602075507
2019-12-27	web	Android	179971	Visit Optimization	PROSPECTING	0-6,10	88857	3484	90.68019138729295	59.58404568268156
2019-10-14	web	Other	179971	Visit Optimization	PROSPECTING	0-6,10	20975	12	18.878007228621282	11.932626074315019
2019-10-13	app	Android	179971	Visit Optimization	PROSPECTING	0-6,10	1002994	5783	269.88961123296616	180.24089076520693
2020-01-10	web	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	34393	324	18.792445317430428	13.591396731599518
2020-01-06	web	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	15936	188	6.041685432652012	4.420594861781711
2019-12-08	web	Other	179971	Visit Optimization	PROSPECTING	0-6,10	10168	26	16.88241410464607	11.275673189098308
2019-11-10	web	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	130896	555	53.97914743224066	34.20700216119826
2019-12-25	web	Other	179971	Visit Optimization	PROSPECTING	0-6,10	3777	8	5.285799219287001	3.5166355944441605
2020-01-17	web	Unknown	179971	Visit Optimization	PROSPECTING	0-6,10	43959	675	33.157614422851246	20.69847980395454
2020-01-17	other	Other	179971	Visit Optimization	PROSPECTING	0-6,10	1	0	0.0007211670279502868	0.0004736794810883641
2020-01-17	other	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	17	0	0.021895095989108083	0.014398069571996994
2019-11-11	app	Android	179971	Visit Optimization	PROSPECTING	0-6,10	1321167	8048	442.46355420158255	289.10637915913543
2019-10-21	web	Android	179971	Visit Optimization	PROSPECTING	0-6,10	428914	2263	194.57824898463772	125.16659038499506
2019-12-09	other	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	12	0	0.008481248050928116	0.00565470775860382
2019-11-03	app	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	470383	1991	90.35342715454661	58.36710906929264
2019-11-03	web	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	10046	25	2.5262223209375514	1.7363207670957568
2019-11-19	web	Android	179971	Visit Optimization	PROSPECTING	0-6,10	887720	5260	480.85366460717376	295.3865049545677
2020-01-28	other	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	35	0	0.0012632849952206016	0.0008508356451050656
2020-01-18	web	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	16136	173	8.520981949127275	6.016423486907961
2020-01-14	web	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	82497	952	53.47503091432898	33.72883291542767
2019-10-16	web	Other	179971	Visit Optimization	PROSPECTING	0-6,10	14357	5	14.914292107012125	9.474202864089373
2019-10-30	web	Other	179971	Visit Optimization	PROSPECTING	0-6,10	18605	9	27.427060172393915	15.770297360076023
2019-11-28	app	Android	179971	Visit Optimization	PROSPECTING	0-6,10	1251817	12001	930.6233322181108	608.0047027676444
2019-10-09	web	Unknown	179971	Visit Optimization	PROSPECTING	0-6,10	3	0	0.0013076639771461486	0.0002626639130347714
2020-01-30	web	Android	179971	Visit Optimization	PROSPECTING	0-6,10	699959	12359	565.5260559469508	353.24287561639125
2020-01-30	app	Android	179971	Visit Optimization	PROSPECTING	0-6,10	868927	16811	694.0718790512262	453.1005758321521
2019-11-21	web	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	253963	1826	130.90399634174537	86.89227998213083
2019-11-23	web	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	278417	1645	139.84803473202604	93.05443821926394
2019-10-29	web	Unknown	179971	Visit Optimization	PROSPECTING	0-6,10	37059	162	15.9375001907181	10.277714273817132
2019-11-29	web	Android	179971	Visit Optimization	PROSPECTING	0-6,10	1843008	12528	1811.1411003381204	1130.6740525190608
2019-12-10	web	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	11502	87	4.3924704356333235	3.2100552020604733
2019-11-09	app	Android	179971	Visit Optimization	PROSPECTING	0-6,10	1165514	7596	408.5986687652004	267.69790019145904
2019-12-30	other	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	1	0	0.00028615498542785645	0.00019122199366553366
2019-12-11	other	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	3	0	0.004777041077613831	0.0031779275264403046
2020-01-08	other	Unknown	179971	Visit Optimization	PROSPECTING	0-6,10	4	0	0.0030527249872684477	0.0020109035926377
2020-01-07	other	Android	179971	Visit Optimization	PROSPECTING	0-6,10	3	0	0.005444187939167023	0.003583877000234244
2019-12-24	app	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	15500	135	2.537416716462001	1.690183050818227
2019-12-24	web	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	942	15	0.26131029674410816	0.2045948851748884
2020-01-01	app	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	45269	933	13.96191989244148	9.324686800951824
2019-12-31	web	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	55038	2791	38.060754103380255	28.69387106329005
2019-10-22	web	Android	179971	Visit Optimization	PROSPECTING	0-6,10	514579	2992	243.19362303041575	157.2171220634632
2019-10-19	web	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	57527	241	23.57426460801904	15.792851860516363
2019-11-26	app	Android	179971	Visit Optimization	PROSPECTING	0-6,10	777846	7737	472.38575919749303	309.182641074274
2019-10-15	web	Other	179971	Visit Optimization	PROSPECTING	0-6,10	17218	4	15.816903044790964	10.029747740948835
2019-11-05	app	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	379782	1759	87.4644556259392	56.81205176345436
2020-01-20	web	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	454529	6292	325.2564608045878	219.1858195579564
2020-01-20	other	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	17	0	0.030312375873327257	0.019831977700066318
2019-12-30	app	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	3967	126	1.031074045477435	0.6795223736741616
2019-12-30	web	Other	179971	Visit Optimization	PROSPECTING	0-6,10	1558	75	1.5022025894522666	1.0618701334397356
2020-01-25	app	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	226826	3138	107.31725682841615	72.71205934760323
2019-11-16	web	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	626580	1717	229.88301291644763	153.49239664954942
2019-12-12	app	Android	179971	Visit Optimization	PROSPECTING	0-6,10	685065	6457	368.1019757236345	242.2781267505449
2019-12-26	web	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	57801	661	28.169122902984725	19.99282232658743
2019-11-27	other	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	6	1	0.022512585759162904	0.014712767903276247
2019-11-27	web	Android	179971	Visit Optimization	PROSPECTING	0-6,10	2050106	12573	1594.1923801757227	1002.8001985215199
2020-01-25	other	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	2	0	0.0003526760041713715	0.00023237108353241402
2019-12-07	web	Other	179971	Visit Optimization	PROSPECTING	0-6,10	16526	34	28.8385324208634	19.25432552530639
2019-11-08	web	Other	179971	Visit Optimization	PROSPECTING	0-6,10	25897	24	28.3376039259946	18.643444825227313
2019-11-08	app	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	372343	2042	86.47954580461604	56.14142567052304
2019-11-08	web	Unknown	179971	Visit Optimization	PROSPECTING	0-6,10	77770	314	33.81547314767726	21.350785912701745
2019-11-20	web	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	159531	826	86.27362218827476	55.4714346014199
2019-11-20	web	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	21926	131	7.476812789078803	5.262153581640229
2020-01-11	app	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	264255	3868	153.01803961521202	102.03113094469764
2019-12-01	web	Android	179971	Visit Optimization	PROSPECTING	0-6,10	1244764	9489	1161.6961264542174	723.8438455422532
2019-12-02	web	Android	179971	Visit Optimization	PROSPECTING	0-6,10	1642810	10798	1319.4857167013458	821.5533313554112
2020-01-26	web	Android	179971	Visit Optimization	PROSPECTING	0-6,10	1326490	18590	966.9830280512117	603.1115544039692
2019-12-13	web	Android	179971	Visit Optimization	PROSPECTING	0-6,10	332828	4000	286.5626062781103	182.1015437385505
2019-12-13	web	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	174808	1300	86.19574347275405	59.51565989283765
2019-12-28	web	Unknown	179971	Visit Optimization	PROSPECTING	0-6,10	2380	120	1.2631820255070922	0.8050524522668296
2019-12-15	web	Android	179971	Visit Optimization	PROSPECTING	0-6,10	255600	3575	198.28864115815423	124.5581661550624
2019-12-27	web	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	71784	2563	83.57884332721028	63.2056912387533
2019-11-18	web	Android	179971	Visit Optimization	PROSPECTING	0-6,10	1680360	8337	908.5026172775356	554.1116063882295
2019-12-18	web	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	35731	315	20.317324493635446	13.391164104748512
2019-12-18	web	Unknown	179971	Visit Optimization	PROSPECTING	0-6,10	41757	334	23.427166359639727	14.142566633381643
2019-12-25	web	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	58432	520	24.153677629384212	16.779291826365327
2019-11-14	web	Other	179971	Visit Optimization	PROSPECTING	0-6,10	30124	9	33.731673895101984	22.05252402224963
2019-10-11	web	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	9385	23	2.196583612892777	1.5106640727003782
2019-11-11	web	Other	179971	Visit Optimization	PROSPECTING	0-6,10	28697	21	31.850293742316772	20.817214223942994
2019-10-21	web	Other	179971	Visit Optimization	PROSPECTING	0-6,10	8683	6	7.052315586597659	4.618282666950436
2019-11-15	web	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	22223	53	7.4053220002381135	5.104785960360459
2020-01-02	web	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	275576	6048	193.67982961283906	140.4467085797957
2020-01-02	app	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	104260	1894	37.28276758685149	24.919310351628404
2020-01-15	app	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	232093	3169	117.01661594154407	79.22954006214894
2020-01-30	web	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	14398	133	7.338093925279566	5.100899285480129
2020-01-11	other	Other	179971	Visit Optimization	PROSPECTING	0-6,10	1	0	0.0005618069767951966	0.00036643131327528935
2019-10-29	web	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	11483	22	3.078532564449125	2.1862087371336756
2019-10-29	web	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	82759	327	34.982521039051946	23.888868324174993
2020-01-08	web	Android	179971	Visit Optimization	PROSPECTING	0-6,10	2727752	30658	2024.6758670055638	1303.5784064235331
2019-10-31	web	Unknown	179971	Visit Optimization	PROSPECTING	0-6,10	44669	171	18.8975337047251	12.325178166108552
2019-11-09	web	Other	179971	Visit Optimization	PROSPECTING	0-6,10	29306	12	33.88161405971832	22.175637602446596
2019-10-09	web	Other	179971	Visit Optimization	PROSPECTING	0-6,10	3	0	0.0012327560186386108	0.000824874266130389
2019-12-08	other	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	6	0	0.011898669958114626	0.00791203780830764
2019-12-08	other	Other	179971	Visit Optimization	PROSPECTING	0-6,10	1	0	0.0015545459985733033	0.0010289564698885707
2019-10-26	web	Unknown	179971	Visit Optimization	PROSPECTING	0-6,10	61540	294	25.96177724401374	16.713724052305196
2019-10-26	web	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	57588	243	23.51250356241316	15.601548306863013
2019-10-26	app	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	344899	1841	91.40901247147374	59.76152094021619
2019-12-04	app	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	127925	1710	113.62556293059794	75.28860565703744
2019-12-31	other	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	7	0	0.012927777886390684	0.008677836433609332
2019-11-06	web	Android	179971	Visit Optimization	PROSPECTING	0-6,10	883713	4984	447.3816392707724	283.2992058004373
2020-01-07	web	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	57702	790	30.965227872084835	20.398694680688095
2019-10-10	web	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	4746	15	0.9477350621148944	0.6589282298094985
2020-01-11	web	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	475056	6234	329.3552743633026	221.72066989091016
2019-12-20	web	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	81326	828	39.37729959763772	28.06020460963538
2019-12-23	web	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	1780	18	0.5675456898771226	0.4174668955944001
2019-10-22	web	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	70953	303	28.37740754594654	18.913221220421274
2019-10-12	app	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	291964	1873	90.90250412929245	59.6088232549455
2019-12-25	web	Android	179971	Visit Optimization	PROSPECTING	0-6,10	163281	2063	107.38619582263192	66.67399177103385
2020-01-23	web	Other	179971	Visit Optimization	PROSPECTING	0-6,10	24995	68	50.22884119570443	32.996994094427286
2019-10-15	web	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	51053	230	19.513562270944945	13.232493766845376
2019-11-05	web	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	108805	431	44.4609106312981	28.62587723197985
2020-01-20	app	Android	179971	Visit Optimization	PROSPECTING	0-6,10	1136027	23978	1080.8660524752784	706.8533009715262
2019-11-17	web	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	183189	774	84.40807014623286	54.205071783670135
2019-11-17	web	Unknown	179971	Visit Optimization	PROSPECTING	0-6,10	111106	333	41.15725405602808	25.43622269650143
2020-01-25	web	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	90593	1146	56.25404356768075	36.147974168621786
2020-01-25	web	Other	179971	Visit Optimization	PROSPECTING	0-6,10	27638	88	51.85743869021349	33.94618768741241
2019-12-22	web	Other	179971	Visit Optimization	PROSPECTING	0-6,10	3556	19	4.188688816285692	2.8184875665290416
2019-12-22	app	Android	179971	Visit Optimization	PROSPECTING	0-6,10	336565	4110	116.20904769191051	76.05879631650782
2020-01-13	web	Android	179971	Visit Optimization	PROSPECTING	0-6,10	979577	15038	775.0461963323689	485.3722970167033
2019-10-08	app	Android	179971	Visit Optimization	PROSPECTING	0-6,10	399068	2424	97.93430527075847	66.52155636476199
2019-10-08	app	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	205475	997	47.51326513961704	31.474213345009062
2019-12-09	web	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	7011	37	2.656071671895683	1.9130112269144515
2019-12-09	app	Android	179971	Visit Optimization	PROSPECTING	0-6,10	507621	5419	266.2459960809639	174.90726979760012
2019-10-12	web	Other	179971	Visit Optimization	PROSPECTING	0-6,10	13395	6	14.394453618525526	9.070077727635047
2019-12-29	web	Android	179971	Visit Optimization	PROSPECTING	0-6,10	46704	2512	33.40726097480161	21.540084517124846
2019-12-07	app	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	167110	1280	48.6857086569108	31.96432368615226
2020-01-09	web	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	143629	1566	93.69900183436461	62.46437002076836
2019-11-20	web	Android	179971	Visit Optimization	PROSPECTING	0-6,10	1423538	9295	884.2537163078385	548.0374993139854
2019-12-02	app	Android	179971	Visit Optimization	PROSPECTING	0-6,10	1209782	11579	930.3663136703344	610.4845715082407
2019-11-30	other	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	5	0	0.013294286012649537	0.008652980383851174
2019-11-30	web	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	20738	88	8.959999250024556	5.9974417953484425
2019-10-17	web	Other	179971	Visit Optimization	PROSPECTING	0-6,10	15424	8	16.578665787236766	10.484183547623314
2020-01-26	other	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	3	0	0.0009140740185976028	0.0005988023968077034
2020-01-26	other	Other	179971	Visit Optimization	PROSPECTING	0-6,10	2	0	0.0008263289928436279	0.0005362409456068777
2020-01-27	web	Unknown	179971	Visit Optimization	PROSPECTING	0-6,10	63044	858	38.26166762412433	23.375420330650005
2019-12-15	web	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	80108	790	40.146017407575606	27.260059530126004
2019-12-27	app	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	10226	264	3.7713969513131307	2.490680227094445
2019-12-27	web	Mac OS	179971	Visit Optimization	PROSPECTING	0-6,10	2000	76	1.7120607781577855	1.3726947894296906
2019-10-13	web	Windows	179971	Visit Optimization	PROSPECTING	0-6,10	140052	337	30.54480194851942	19.740869368553813
2020-01-16	web	Unknown	179971	Visit Optimization	PROSPECTING	0-6,10	52771	691	36.33160375471414	22.667713164871948
2019-11-22	app	Android	179971	Visit Optimization	PROSPECTING	0-6,10	763142	7695	431.1001636457862	282.96171454399797
2019-11-22	web	iOS	179971	Visit Optimization	PROSPECTING	0-6,10	70792	597	47.2514445939688	30.66521987457421
